,name,species,gender,breed
1549,Chase,feline,M,domestic long hair
1550,Chauncey,canine,M,pinscher miniature
1551,Chauncey,feline,M,domestic long hair
1552,Chaz,canine,M,canaan
1553,Chaz,feline,M,domestic long hair
1554,Checkers,canine,F,rottweiler
1555,Checkers,feline,F,domestic long hair
1556,Chelsea,canine,F,rottweiler
1557,Chelsea,feline,F,maine coon
1558,Cherokee,canine,F,canaan
1559,Cherokee,feline,F,domestic long hair
1560,Chessie,canine,F,canaan
1561,Chessie,feline,F,domestic shorthair
1562,Chester,canine,F,canaan
1563,Chester,feline,F,domestic long hair
1564,Chevy,canine,F,canaan
1565,Chevy,feline,F,domestic shorthair
1566,Chewie,canine,F,husky
1567,Chewie,feline,F,domestic long hair
1568,Chewy,canine,M,canaan
1569,Chewy,feline,M,domestic shorthair
1570,Cheyenne,canine,F,rottweiler
1571,Cheyenne,feline,F,domestic long hair
1572,Chi Chi,canine,F,german shepherd
1573,Chi Chi,feline,F,domestic long hair
1574,Chic,canine,F,rottweiler
1575,Chic,feline,F,domestic shorthair
1576,Chico,canine,M,canaan
1577,Chico,feline,M,domestic long hair
1578,Chief,canine,M,canaan
1579,Chief,feline,M,domestic long hair
1580,Chili,canine,M,saluki
1581,Chili,feline,M,domestic shorthair
1582,China,canine,F,rhodesian ridgeback
1583,China,feline,F,domestic shorthair
1584,Chip,canine,M,canaan
1585,Chip,feline,M,maine coon
1586,Chipper,canine,M,canaan
1587,Chipper,feline,M,domestic long hair
1588,Chippy,canine,F,canaan
1589,Chippy,feline,F,domestic long hair
1590,Chips,canine,M,canaan
1591,Chips,feline,M,domestic long hair
1592,Chiquita,canine,F,rottweiler
1593,Chiquita,feline,F,chinchilla
1594,Chivas,canine,F,canaan
1595,Chivas,feline,F,domestic long hair
1596,Chloe,canine,F,german shepherd
1597,Chloe,feline,F,persian
1598,Chocolate,canine,F,canaan
1599,Chocolate,feline,F,domestic long hair
1600,Chrissy,canine,F,husky
1601,Chrissy,feline,F,british shorthair
1602,Chubbs,canine,M,samoyed
1603,Chubbs,feline,M,laperm
1604,Chucky,canine,M,pitbull
1605,Chucky,feline,M,domestic long hair
1606,Chyna,canine,F,canaan
1607,Chyna,feline,F,domestic long hair
1608,Cinder,canine,F,labrador
1609,Cinder,feline,F,domestic shorthair
1610,Cindy,canine,F,german shepherd
1611,Cindy,feline,F,domestic long hair
1612,Cinnamon,canine,F,rottweiler
1613,Cinnamon,feline,F,domestic long hair
1614,Cisco,canine,F,canaan
1615,Cisco,feline,F,british shorthair
1616,Claire,canine,F,canaan
1617,Claire,feline,F,domestic long hair
1618,Clancy,canine,F,canaan
1619,Clancy,feline,F,domestic long hair
1620,Cleo,canine,M,golden retriever
1621,Cleo,feline,M,domestic long hair
1622,Cleopatra,canine,F,canaan
1623,Cleopatra,feline,F,domestic long hair
1624,Clicker,canine,M,maltese terrier
1625,Clicker,feline,M,domestic shorthair
1626,Clifford,canine,M,canaan
1627,Clifford,feline,M,domestic long hair
1628,Clover,canine,M,canaan
1629,Clover,feline,M,domestic long hair
1630,Clyde,canine,M,rottweiler
1631,Clyde,feline,M,domestic shorthair
1632,Coal,canine,F,rottweiler
1633,Coal,feline,F,domestic shorthair
1634,Cobweb,canine,F,saluki
1635,Cobweb,feline,F,chinchilla
1636,Coco,canine,F,canaan
1637,Coco,feline,F,chartreux
1638,Cocoa,canine,M,canaan
1639,Cocoa,feline,M,domestic long hair
1640,Coconut,canine,F,canaan
1641,Coconut,feline,F,domestic shorthair
1642,Codi,canine,F,terrier
1643,Codi,feline,F,domestic shorthair
1644,Cody,canine,F,terrier
1645,Cody,feline,F,domestic shorthair
1646,Cole,canine,M,canaan
1647,Cole,feline,M,persian
1648,Comet,canine,F,canaan
1649,Comet,feline,F,domestic shorthair
1650,Commando,canine,M,canaan
1651,Commando,feline,M,domestic long hair
1652,Conan,canine,M,rhodesian ridgeback
1653,Conan,feline,M,chartreux
1654,Connor,canine,M,canaan
1655,Connor,feline,M,domestic long hair
1656,Cookie,canine,F,terrier
1657,Cookie,feline,F,domestic shorthair
1658,Cooper,canine,M,canaan
1659,Cooper,feline,M,domestic long hair
1660,Copper,canine,M,canaan
1661,Copper,feline,M,domestic long hair
1662,Corky,canine,M,pitbull
1663,Corky,feline,M,domestic long hair
1664,Cosmo,canine,F,canaan
1665,Cosmo,feline,F,domestic shorthair
1666,Cotton,canine,F,husky
1667,Cotton,feline,F,domestic long hair
1668,Cozmo,canine,F,canaan
1669,Cozmo,feline,F,domestic long hair
1670,Crackers,canine,M,canaan
1671,Crackers,feline,M,chinchilla
1672,Cricket,canine,M,golden retriever
1673,Cricket,feline,M,angora
1674,Crystal,canine,F,chowchow
1675,Crystal,feline,F,domestic shorthair
1676,Cubby,canine,M,rottweiler
1677,Cubby,feline,M,domestic long hair
1678,Cubs,canine,M,canaan
1679,Cubs,feline,M,domestic long hair
1680,Cujo,canine,M,small breed
1681,Cujo,feline,M,domestic shorthair
1682,Cupcake,canine,F,rottweiler
1683,Cupcake,feline,F,domestic long hair
1684,Curly,canine,F,canaan
1685,Curly,feline,F,domestic shorthair
1686,Curry,canine,F,canaan
1687,Curry,feline,F,british shorthair
1688,Cutie,canine,F,canaan
1689,Cutie,feline,F,scottish fold
1690,Cutie-pie,canine,F,canaan
1691,Cutie-pie,feline,F,domestic long hair
1692,Cyrus,canine,M,rottweiler
1693,Cyrus,feline,M,domestic long hair
1694,Daffy,canine,M,canaan
1695,Daffy,feline,M,domestic long hair
1696,Daisey-mae,canine,F,pitbull
1697,Daisey-mae,feline,F,domestic long hair
1698,Daisy,canine,F,pitbull
1699,Daisy,feline,F,scottish fold
1700,Dakota,canine,F,golden retriever
1701,Dakota,feline,F,domestic shorthair
1702,Dallas,canine,F,canaan
1703,Dallas,feline,F,domestic long hair
1704,Dandy,canine,M,pitbull
1705,Dandy,feline,M,domestic long hair
1706,Dante,canine,M,terrier
1707,Dante,feline,M,british shorthair
1708,Daphne,canine,F,canaan
1709,Daphne,feline,F,domestic shorthair
1710,Darby,canine,F,rottweiler
1711,Darby,feline,F,angora
1712,Darcy,canine,M,canaan
1713,Darcy,feline,M,angora
1714,Darwin,canine,M,saluki
1715,Darwin,feline,M,maine coon
1716,Dash,canine,M,canaan
1717,Dash,feline,M,domestic long hair
1718,Dave,canine,M,canaan
1719,Dave,feline,M,domestic shorthair
1720,Deacon,canine,M,rottweiler
1721,Deacon,feline,M,domestic shorthair
1722,Dee,canine,F,rottweiler
1723,Dee,feline,F,domestic long hair
1724,Dee Dee,canine,F,canaan
1725,Dee Dee,feline,F,domestic shorthair
1726,Dempsey,canine,M,canaan
1727,Dempsey,feline,M,domestic shorthair
1728,Destini,canine,F,canaan
1729,Destini,feline,F,domestic shorthair
1730,Dewey,canine,M,rottweiler
1731,Dewey,feline,M,domestic long hair
1732,Dexter,canine,M,labrador
1733,Dexter,feline,M,domestic long hair
1734,Dharma,canine,F,husky
1735,Dharma,feline,F,domestic shorthair
1736,Diamond,canine,F,labrador
1737,Diamond,feline,F,domestic long hair
1738,Dickens,canine,M,husky
1739,Dickens,feline,M,domestic shorthair
1740,Diego,canine,M,canaan
1741,Diego,feline,M,domestic long hair
1742,Diesel,canine,F,canaan
1743,Diesel,feline,F,domestic shorthair
1744,Digger,canine,M,canaan
1745,Digger,feline,M,domestic long hair
1746,Dillon,canine,M,canaan
1747,Dillon,feline,M,domestic shorthair
1748,Dinky,canine,F,canaan
1749,Dinky,feline,F,chinchilla
1750,Dino,canine,M,terrier
1751,Dino,feline,M,chinchilla
1752,Diva,canine,F,canaan
1753,Diva,feline,F,domestic long hair
1754,Dixie,canine,F,canaan
1755,Dixie,feline,F,domestic long hair
1756,Dobie,canine,F,maltese terrier
1757,Dobie,feline,F,domestic shorthair
1758,Doc,canine,M,rottweiler
1759,Doc,feline,M,domestic shorthair
1760,Dodger,canine,M,terrier
1761,Dodger,feline,M,domestic long hair
1762,Doggon’,canine,M,pitbull
1763,Doggon’,feline,M,domestic shorthair
1764,Dolly,canine,F,saluki
1765,Dolly,feline,F,domestic long hair
1766,Domino,canine,M,canaan
1767,Domino,feline,M,chinchilla
1768,Doodles,canine,F,canaan
1769,Doodles,feline,F,domestic shorthair
1770,Doogie,canine,M,pitbull
1771,Doogie,feline,M,domestic shorthair
1772,Dots,canine,F,canaan
1773,Dots,feline,F,domestic shorthair
1774,Dottie,canine,F,labrador
1775,Dottie,feline,F,domestic shorthair
1776,Dozer,canine,M,canaan
1777,Dozer,feline,M,chinchilla
1778,Dragster,canine,M,canaan
1779,Dragster,feline,M,domestic long hair
1780,Dreamer,canine,M,canaan
1781,Dreamer,feline,M,domestic shorthair
1782,Duchess,canine,F,canaan
1783,Duchess,feline,F,domestic long hair
1784,Dude,canine,M,canaan
1785,Dude,feline,M,domestic shorthair
1786,Dudley,canine,M,canaan
1787,Dudley,feline,M,domestic long hair
1788,Duffy,canine,F,canaan
1789,Duffy,feline,F,domestic shorthair
1790,Duke,canine,M,maltese terrier
1791,Duke,feline,M,domestic shorthair
1792,Duncan,canine,M,pitbull
1793,Duncan,feline,M,domestic long hair
1794,Dunn,canine,F,canaan
1795,Dunn,feline,F,domestic long hair
1796,Dusty,canine,M,canaan
1797,Dusty,feline,M,domestic long hair
1798,Dutches,canine,F,canaan
1799,Dutches,feline,F,domestic shorthair
1800,Dutchess,canine,F,labrador
1801,Dutchess,feline,F,domestic long hair
1802,Dylan,canine,M,canaan
1803,Dylan,feline,M,domestic shorthair
1804,Earl,canine,F,canaan
1805,Earl,feline,F,domestic shorthair
1806,Ebony,canine,F,maltese terrier
1807,Ebony,feline,F,domestic shorthair
1808,Echo,canine,F,canaan
1809,Echo,feline,F,domestic shorthair
1810,Eddie,canine,M,rottweiler
1811,Eddie,feline,M,domestic long hair
1812,Eddy,canine,M,canaan
1813,Eddy,feline,M,domestic long hair
1814,Edgar,canine,M,german shepherd
1815,Edgar,feline,M,domestic long hair
1816,Edsel,canine,F,rottweiler
1817,Edsel,feline,F,domestic shorthair
1818,Eifel,canine,F,canaan
1819,Eifel,feline,F,domestic shorthair
1820,Einstein,canine,M,husky
1821,Einstein,feline,M,domestic shorthair
1822,Ellie,canine,F,canaan
1823,Ellie,feline,F,angora
1824,Elliot,canine,M,husky
1825,Elliot,feline,M,domestic shorthair
1826,Elmo,canine,M,canaan
1827,Elmo,feline,M,domestic shorthair
1828,Elvis,canine,M,rottweiler
1829,Elvis,feline,M,domestic shorthair
1830,Elwood,canine,M,canaan
1831,Elwood,feline,M,domestic long hair
1832,Ember,canine,F,canaan
1833,Ember,feline,F,domestic long hair
1834,Emily,canine,F,canaan
1835,Emily,feline,F,domestic long hair
1836,Emma,canine,F,german shepherd
1837,Emma,feline,F,domestic long hair
1838,Emmy,canine,F,canaan
1839,Emmy,feline,F,domestic long hair
1840,Erin,canine,F,rottweiler
1841,Erin,feline,F,domestic long hair
1842,Ernie,canine,M,canaan
1843,Ernie,feline,M,domestic long hair
1844,Eva,canine,F,labrador
1845,Eva,feline,F,domestic long hair
1846,Faith,canine,F,canaan
1847,Faith,feline,F,domestic long hair
1848,Fancy,canine,F,husky
1849,Fancy,feline,F,domestic long hair
1850,Felix,canine,M,small breed
1851,Felix,feline,M,siamese
1852,Fergie,canine,F,rottweiler
1853,Fergie,feline,F,domestic long hair
1854,Ferris,canine,F,canaan
1855,Ferris,feline,F,domestic long hair
1856,Fido,canine,M,canaan
1857,Fido,feline,M,angora
1858,Fifi,canine,F,canaan
1859,Fifi,feline,F,british shorthair
1860,Figaro,canine,M,canaan
1861,Figaro,feline,M,domestic long hair
1862,Finnegan,canine,M,canaan
1863,Finnegan,feline,M,angora
1864,Fiona,canine,F,canaan
1865,Fiona,feline,F,domestic shorthair
1866,Flake,canine,M,canaan
1867,Flake,feline,M,domestic shorthair
1868,Flakey,canine,F,rottweiler
1869,Flakey,feline,F,domestic long hair
1870,Flash,canine,M,canaan
1871,Flash,feline,M,angora
1872,Flint,canine,M,husky
1873,Flint,feline,M,domestic shorthair
1874,Flopsy,canine,M,rottweiler
1875,Flopsy,feline,M,domestic long hair
1876,Flower,canine,F,canaan
1877,Flower,feline,F,scottish fold
1878,Floyd,canine,M,canaan
1879,Floyd,feline,M,domestic long hair
1880,Fluffy,canine,M,alaskan malamute
1881,Fluffy,feline,M,domestic long hair
1882,Fonzie,canine,F,canaan
1883,Fonzie,feline,F,domestic shorthair
1884,Foxy,canine,F,rottweiler
1885,Foxy,feline,F,shirazi
1886,Francais,canine,M,rottweiler
1887,Francais,feline,M,domestic long hair
1888,Frankie,canine,F,canaan
1889,Frankie,feline,F,maine coon
1890,Franky,canine,M,canaan
1891,Franky,feline,M,domestic long hair
1892,Freckles,canine,F,canaan
1893,Freckles,feline,F,domestic long hair
1894,Fred,canine,M,canaan
1895,Fred,feline,M,domestic long hair
1896,Freddie,canine,M,canaan
1897,Freddie,feline,M,domestic long hair
1898,Freddy,canine,M,canaan
1899,Freddy,feline,M,domestic shorthair
1900,Freedom,canine,F,canaan
1901,Freedom,feline,F,domestic long hair
1902,Freeway,canine,M,ca de bou
1903,Freeway,feline,M,domestic shorthair
1904,Fresier,canine,M,husky
1905,Fresier,feline,M,domestic long hair
1906,Friday,canine,F,canaan
1907,Friday,feline,F,domestic shorthair
1908,Frisco,canine,M,labrador
1909,Frisco,feline,M,domestic long hair
1910,Frisky,canine,M,canaan
1911,Frisky,feline,M,domestic long hair
1912,Fritz,canine,M,terrier
1913,Fritz,feline,M,british shorthair
1914,Frodo,canine,M,canaan
1915,Frodo,feline,M,domestic shorthair
1916,Frosty,canine,F,canaan
1917,Frosty,feline,F,domestic shorthair
1918,Furball,canine,F,german shepherd
1919,Furball,feline,F,domestic long hair
1920,Fuzzy,canine,F,canaan
1921,Fuzzy,feline,F,domestic long hair
1922,Gabby,canine,M,rottweiler
1923,Gabby,feline,M,british shorthair
1924,Gabriella,canine,F,canaan
1925,Gabriella,feline,F,domestic shorthair
1926,Garfield,canine,M,canaan
1927,Garfield,feline,M,domestic long hair
1928,Gasby,canine,M,canaan
1929,Gasby,feline,M,domestic long hair
1930,Gator,canine,M,canaan
1931,Gator,feline,M,scottish fold
1932,Gavin,canine,M,maltese terrier
1933,Gavin,feline,M,ragdoll
1934,Genie,canine,F,poodle
1935,Genie,feline,F,domestic long hair
1936,George,canine,M,rhodesian ridgeback
1937,George,feline,M,domestic long hair
1938,Georgia,canine,F,german shepherd
1939,Georgia,feline,F,himalayan
1940,Georgie,canine,F,canaan
1941,Georgie,feline,F,angora
1942,Giant,canine,M,canaan
1943,Giant,feline,M,domestic long hair
1944,Gibson,canine,M,saluki
1945,Gibson,feline,M,domestic long hair
1946,Gidget,canine,F,rottweiler
1947,Gidget,feline,F,chinchilla
1948,Gigi,canine,F,canaan
1949,Gigi,feline,F,siamese
1950,Gilbert,canine,M,canaan
1951,Gilbert,feline,M,domestic long hair
1952,Gilda,canine,F,canaan
1953,Gilda,feline,F,domestic shorthair
1954,Ginger,canine,F,pitbull
1955,Ginger,feline,F,scottish fold
1956,Ginny,canine,F,maltese terrier
1957,Ginny,feline,F,domestic shorthair
1958,Girl,canine,F,canaan
1959,Girl,feline,F,chinchilla
1960,Gizmo,canine,M,canaan
1961,Gizmo,feline,M,domestic long hair
1962,Godiva,canine,F,canaan
1963,Godiva,feline,F,domestic shorthair
1964,Goldie,canine,F,rottweiler
1965,Goldie,feline,F,domestic shorthair
1966,Goober,canine,M,pitbull
1967,Goober,feline,M,domestic shorthair
1968,Goose,canine,M,canaan
1969,Goose,feline,M,domestic shorthair
1970,Gordon,canine,M,canaan
1971,Gordon,feline,M,domestic long hair
1972,Grace,canine,F,canaan
1973,Grace,canine,F,canaan
1974,Grace,feline,F,domestic shorthair
1975,Grace,feline,F,shirazi
1976,Gracie,canine,F,poodle
1977,Gracie,canine,F,pitbull
1978,Gracie,feline,F,domestic long hair
1979,Gracie,feline,F,domestic long hair
1980,Grady,canine,M,labrador
1981,Grady,feline,M,domestic long hair
1982,Greenie,canine,F,pitbull
1983,Greenie,feline,F,domestic long hair
1984,Greta,canine,F,cocker spaniel
1985,Greta,feline,F,domestic long hair
1986,Gretchen,canine,F,canaan
1987,Gretchen,feline,F,maine coon
1988,Gretel,canine,F,saluki
1989,Gretel,feline,F,domestic long hair
1990,Gretta,canine,F,canaan
1991,Gretta,feline,F,domestic long hair
1992,Griffen,canine,F,canaan
1993,Griffen,feline,F,domestic long hair
1994,Gringo,canine,M,pitbull
1995,Gringo,feline,M,domestic long hair
1996,Grizzly,canine,M,maltese terrier
1997,Grizzly,feline,M,maine coon
1998,Gromit,canine,M,pomeranian
1999,Gromit,feline,M,domestic long hair
2000,Grover,canine,M,rottweiler
2001,Grover,feline,M,domestic long hair
2002,Gucci,canine,F,canaan
2003,Gucci,feline,F,domestic shorthair
2004,Guido,canine,M,canaan
2005,Guido,feline,M,domestic shorthair
2006,Guinness,canine,F,husky
2007,Guinness,feline,F,domestic shorthair
2008,Gunner,canine,M,rottweiler
2009,Gunner,feline,M,himalayan blue point
2010,Gunther,canine,M,small breed
2011,Gunther,feline,M,domestic long hair
2012,Gus,canine,M,canaan
2013,Gus,feline,M,british shorthair
2014,Guy,canine,M,canaan
2015,Guy,feline,M,domestic long hair
2016,Gypsy,canine,F,canaan
2017,Gypsy,feline,F,domestic shorthair
2018,Hailey,canine,F,canaan
2019,Hailey,feline,F,domestic shorthair
2020,Haley,canine,F,canaan
2021,Haley,feline,F,domestic long hair
2022,Hallie,canine,F,rottweiler
2023,Hallie,feline,F,domestic shorthair
2024,Hamlet,canine,M,husky
2025,Hamlet,feline,M,domestic long hair
2026,Hammer,canine,M,husky
2027,Hammer,feline,M,domestic long hair
2028,Hank,canine,M,rottweiler
2029,Hank,feline,M,angora
2030,Hanna,canine,F,canaan
2031,Hanna,feline,F,domestic long hair
2032,Hannah,canine,F,golden retriever
2033,Hannah,feline,F,domestic shorthair
2034,Hans,canine,M,maltese terrier
2035,Hans,feline,M,angora
2036,Happy,canine,M,canaan
2037,Happy,feline,M,domestic shorthair
2038,Hardy,canine,M,alaskan malamute
2039,Hardy,feline,M,domestic long hair
2040,Harley,canine,M,canaan
2041,Harley,feline,M,domestic long hair
2042,Harpo,canine,M,belgian shepherd
2043,Harpo,feline,M,domestic shorthair
2044,Harrison,canine,M,canaan
2045,Harrison,feline,M,shirazi
2046,Harry,canine,M,canaan
2047,Harry,feline,M,domestic shorthair
2048,Harvey,canine,M,canaan
2049,Harvey,feline,M,domestic shorthair
2050,Heather,canine,F,maltese terrier
2051,Heather,feline,F,egyptian mau
2052,Heidi,canine,F,canaan
2053,Heidi,feline,F,domestic shorthair
2054,Henry,canine,M,canaan
2055,Henry,feline,M,domestic long hair
2056,Hercules,canine,M,canaan
2057,Hercules,feline,M,maine coon
2058,Hershey,canine,F,fox terrier
2059,Hershey,feline,F,domestic long hair
2060,Higgins,canine,M,canaan
2061,Higgins,feline,M,domestic long hair
2062,Hobbes,canine,M,canaan
2063,Hobbes,feline,M,domestic long hair
2064,Holly,canine,F,canaan
2065,Holly,feline,F,domestic long hair
2066,Homer,canine,M,golden retriever
2067,Homer,feline,M,chinchilla
2068,Honey,canine,F,pointer
2069,Honey,feline,F,domestic shorthair
2070,Honey-Bear,canine,F,saluki
2071,Honey-Bear,feline,F,domestic long hair
2072,Hooch,canine,M,samoyed
2073,Hooch,feline,M,domestic long hair
2074,Hoover,canine,M,rottweiler
2075,Hoover,feline,M,domestic long hair
2076,Hope,canine,F,canaan
2077,Hope,feline,F,domestic shorthair
2078,Houdini,canine,F,rottweiler
2079,Houdini,feline,F,domestic shorthair
2080,Howie,canine,M,german shepherd
2081,Howie,feline,M,domestic shorthair
2082,Hudson,canine,F,husky
2083,Hudson,feline,F,domestic long hair
2084,Huey,canine,F,canaan
2085,Huey,feline,F,domestic shorthair
2086,Hugh,canine,M,terrier
2087,Hugh,feline,M,domestic long hair
2088,Hugo,canine,M,rottweiler
2089,Hugo,feline,M,domestic long hair
2090,Humphrey,canine,M,german shepherd
2091,Humphrey,feline,M,domestic long hair
2092,Hunter,canine,M,rottweiler
2093,Hunter,feline,M,domestic long hair
2094,India,canine,F,small breed
2095,India,feline,F,domestic long hair
2096,Indy,canine,F,canaan
2097,Indy,feline,F,domestic long hair
2098,Iris,canine,F,canaan
2099,Iris,feline,F,domestic long hair
2100,Isabella,canine,F,canaan
2101,Isabella,feline,F,turkish angora
2102,Isabelle,canine,F,rottweiler
2103,Isabelle,feline,F,domestic shorthair
2104,Itsy,canine,F,pointer
2105,Itsy,feline,F,himalayan
2106,Itsy-bitsy,canine,F,maltese terrier
2107,Itsy-bitsy,feline,F,domestic long hair
2108,Ivory,canine,F,rottweiler
2109,Ivory,feline,F,domestic long hair
2110,Ivy,canine,F,terrier
2111,Ivy,feline,F,domestic shorthair
2112,Izzy,canine,F,canaan
2113,Izzy,feline,F,domestic long hair
2114,Jack,canine,M,rottweiler
2115,Jack,feline,M,domestic long hair
2116,Jackie,canine,F,pitbull
2117,Jackie,feline,F,domestic long hair
2118,Jackpot,canine,M,canaan
2119,Jackpot,feline,M,domestic long hair
2120,Jackson,canine,M,canaan
2121,Jackson,feline,M,domestic shorthair
2122,Jade,canine,F,golden retriever
2123,Jade,feline,F,angora
2124,Jagger,canine,M,saluki
2125,Jagger,feline,M,domestic long hair
2126,Jags,canine,M,husky
2127,Jags,feline,M,domestic shorthair
2128,Jaguar,canine,M,saluki
2129,Jaguar,feline,M,domestic long hair
2130,Jake,canine,M,rottweiler
2131,Jake,feline,M,domestic long hair
2132,Jamie,canine,F,canaan
2133,Jamie,feline,F,domestic long hair
2134,Jasmine,canine,F,canaan
2135,Jasmine,feline,F,angora
2136,Jasper,canine,M,chihuahua
2137,Jasper,feline,M,chinchilla
2138,Jaxson,canine,M,canaan
2139,Jaxson,feline,M,maine coon
2140,Jazmie,canine,F,canaan
2141,Jazmie,feline,F,domestic shorthair
2142,Jazz,canine,M,canaan
2143,Jazz,feline,M,domestic shorthair
2144,Jelly,canine,F,canaan
2145,Jelly,feline,F,domestic long hair
2146,Jelly-bean,canine,F,canaan
2147,Jelly-bean,feline,F,domestic shorthair
2148,Jenna,canine,F,pitbull
2149,Jenna,feline,F,domestic long hair
2150,Jenny,canine,F,husky
2151,Jenny,feline,F,domestic shorthair
2152,Jerry,canine,M,canaan
2153,Jerry,feline,M,domestic shorthair
2154,Jersey,canine,M,husky
2155,Jersey,feline,M,domestic long hair
2156,Jess,canine,F,canaan
2157,Jess,feline,F,domestic long hair
2158,Jesse,canine,M,chihuahua
2159,Jesse,feline,M,domestic shorthair
2160,Jesse James,canine,M,canaan
2161,Jesse James,feline,M,domestic long hair
2162,Jessie,canine,F,canaan
2163,Jessie,feline,F,domestic long hair
2164,Jester,canine,M,terrier
2165,Jester,feline,M,domestic long hair
2166,Jet,canine,M,husky
2167,Jet,feline,M,domestic shorthair
2168,Jethro,canine,M,maltese terrier
2169,Jethro,feline,M,domestic shorthair
2170,Jett,canine,M,canaan
2171,Jett,feline,M,domestic shorthair
2172,Jetta,canine,F,rhodesian ridgeback
2173,Jetta,feline,F,domestic long hair
2174,Jewel,canine,F,canaan
2175,Jewel,feline,F,domestic long hair
2176,Jewels,canine,F,canaan
2177,Jewels,feline,F,shirazi
2178,Jimmy,canine,M,rottweiler
2179,Jimmy,feline,M,domestic long hair
2180,Jingles,canine,M,canaan
2181,Jingles,feline,M,domestic long hair
2182,JJ,canine,F,canaan
2183,JJ,feline,F,domestic shorthair
2184,Joe,canine,M,golden retriever
2185,Joe,feline,M,domestic long hair
2186,Joey,canine,M,canaan
2187,Joey,feline,M,domestic long hair
2188,Johnny,canine,M,canaan
2189,Johnny,feline,M,maine coon
2190,Jojo,canine,F,rottweiler
2191,Jojo,feline,F,domestic long hair
2192,Joker,canine,M,canaan
2193,Joker,feline,M,domestic long hair
2194,Jolie,canine,F,rottweiler
2195,Jolie,feline,F,domestic long hair
2196,Jolly,canine,F,canaan
2197,Jolly,feline,F,domestic long hair
2198,Jordan,canine,M,canaan
2199,Jordan,feline,M,himalayan
2200,Josie,canine,F,canaan
2201,Josie,feline,F,domestic shorthair
2202,Joy,canine,F,canaan
2203,Joy,feline,F,domestic shorthair
2204,JR,canine,M,canaan
2205,JR,feline,M,domestic long hair
2206,Judy,canine,F,rottweiler
2207,Judy,feline,F,domestic shorthair
2208,Julius,canine,M,canaan
2209,Julius,feline,M,domestic long hair
2210,June,canine,F,canaan
2211,June,feline,F,domestic long hair
2212,Kali,canine,F,canaan
2213,Kali,feline,F,domestic long hair
2214,Kallie,canine,F,canaan
2215,Kallie,feline,F,domestic shorthair
2216,Kane,canine,M,rottweiler
2217,Kane,feline,M,domestic long hair
2218,Karma,canine,M,rottweiler
2219,Karma,feline,M,domestic long hair
2220,Kasey,canine,F,belgian shepherd
2221,Kasey,feline,F,domestic long hair
2222,Katie,canine,F,canaan
2223,Katie,feline,F,scottish fold
2224,Kato,canine,M,rottweiler
2225,Kato,feline,M,domestic long hair
2226,Katz,canine,M,saluki
2227,Katz,feline,M,domestic long hair
2228,Kayla,canine,F,canaan
2229,Kayla,feline,F,angora
2230,KC,canine,F,canaan
2231,KC,feline,F,domestic long hair
2232,Keesha,canine,F,canaan
2233,Keesha,feline,F,domestic long hair
2234,Kellie,canine,F,canaan
2235,Kellie,feline,F,domestic shorthair
2236,Kelly,canine,F,canaan
2237,Kelly,feline,F,domestic long hair
2238,Kelsey,canine,F,canaan
2239,Kelsey,feline,F,domestic long hair
2240,Kenya,canine,F,canaan
2241,Kenya,feline,F,domestic shorthair
2242,Kerry,canine,F,golden retriever
2243,Kerry,feline,F,domestic shorthair
2244,Kibbles,canine,M,husky
2245,Kibbles,feline,M,domestic long hair
2246,Kid,canine,M,pitbull
2247,Kid,feline,M,domestic long hair
2248,Kiki,canine,F,canaan
2249,Kiki,feline,F,angora
2250,Killian,canine,M,canaan
2251,Killian,feline,M,domestic long hair
2252,King,canine,M,canaan
2253,King,feline,M,domestic long hair
2254,Kipper,canine,M,canaan
2255,Kipper,feline,M,domestic long hair
2256,Kira,canine,F,canaan
2257,Kira,feline,F,domestic shorthair
2258,Kirby,canine,M,canaan
2259,Kirby,feline,M,shirazi
2260,Kismet,canine,M,pitbull
2261,Kismet,feline,M,domestic long hair
2262,Kissy,canine,F,golden retriever
2263,Kissy,feline,F,domestic shorthair
2264,Kitty,feline,F,domestic long hair
2265,Kiwi,canine,F,canaan
2266,Kiwi,feline,F,domestic long hair
2267,Klaus,canine,M,terrier
2268,Klaus,feline,M,domestic shorthair
2269,Koba,canine,M,canaan
2270,Koba,feline,M,domestic long hair
2271,Kobe,canine,M,saluki
2272,Kobe,feline,M,british shorthair
2273,Koda,canine,M,canaan
2274,Koda,feline,M,domestic long hair
2275,Koko,canine,M,german shepherd
2276,Koko,feline,M,domestic shorthair
2277,Kona,canine,M,german shepherd
2278,Kona,feline,M,domestic shorthair
2279,Kosmo,canine,M,canaan
2280,Kosmo,feline,M,domestic long hair
2281,Koty,canine,M,terrier
2282,Koty,feline,M,domestic long hair
2283,Kramer,canine,M,canaan
2284,Kramer,feline,M,scottish fold
2285,Kujo,canine,M,canaan
2286,Kujo,feline,M,domestic shorthair
2287,Kurly,canine,M,chihuahua
2288,Kurly,feline,M,domestic shorthair
2289,Kyra,canine,F,rottweiler
2290,Kyra,feline,F,domestic shorthair
2291,Lacey,canine,F,maltese terrier
2292,Lacey,feline,F,chinchilla
2293,Laddie,canine,M,canaan
2294,Laddie,feline,M,egyptian mau
2295,Lady,canine,F,rottweiler
2296,Lady,feline,F,domestic shorthair
2297,Ladybug,canine,F,maltese terrier
2298,Ladybug,feline,F,domestic shorthair
2299,Laney,canine,F,canaan
